epoch,train_loss,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_f1_micro,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_f1_micro
25,0.2785852646722693,0.8717060406147495,0.84229844516912,0.7985162244123232,0.8166949611514795,0.8717060406147495,0.3367384176426153,0.8489606368863335,0.811861868421788,0.7598601897750572,0.7799797114292757,0.8489606368863335
26,0.2753803333441182,0.8748387572328898,0.8468832280470259,0.8030413541449595,0.8213049221719471,0.8748387572328898,0.33424188432599633,0.8490712074303406,0.808362188365651,0.7663672476175465,0.7834332789594743,0.8490712074303406
27,0.2769935838066727,0.8728117053035049,0.8422306334348821,0.8025911297996704,0.8193548527370309,0.8728117053035049,0.33278472701146083,0.8507297655904467,0.8116428679740915,0.7673200847225772,0.7851740650653694,0.8507297655904467
28,0.2748079240054109,0.873217115689382,0.8433635453126569,0.8023621394919115,0.819611850666772,0.873217115689382,0.3365023230910565,0.8498452012383901,0.8087364588050658,0.7689763742444258,0.7853297371755088,0.8498452012383901
29,0.2744893820522696,0.8735856705856337,0.8429591994688528,0.804302015828766,0.8207295202974776,0.8735856705856337,0.3394666655777514,0.8490712074303406,0.8130457423239728,0.7584375098184563,0.7793030770078706,0.8490712074303406
30,0.2742519777203504,0.8750598901706409,0.8480555140003794,0.8021913703934167,0.8211460011167477,0.8750598901706409,0.33600269385219306,0.8491817779743477,0.8152068986849654,0.755668270612953,0.7778837622005323,0.8491817779743477
31,0.2725782505718926,0.8748387572328898,0.8479344021855908,0.8015957260000087,0.8207047486918466,0.8748387572328898,0.3430950585217246,0.852609464838567,0.8196296535778729,0.7619863549449895,0.7838471459729208,0.852609464838567
32,0.2728642026480838,0.8736225260752589,0.8437614801817483,0.80322983260446,0.8203221563305589,0.8736225260752589,0.3391825502581008,0.8500663423264042,0.8115442898470864,0.7647844550823215,0.7833795872271849,0.8500663423264042
33,0.27118058048659066,0.8755021560461431,0.8453253663846589,0.8076696943687074,0.8237670680569997,0.8755021560461431,0.3440796705156446,0.849624060150376,0.815832381516244,0.7564111116424146,0.7786168129722588,0.849624060150376
34,0.27008109589311596,0.8742490693988869,0.8455215139761781,0.8028985972408225,0.8207312578994954,0.8742490693988869,0.34164455604864297,0.8494029190623618,0.812014180375117,0.7613511192761311,0.7810972398827166,0.8494029190623618
35,0.27116418973210593,0.8749124682121402,0.8460142935246576,0.8045359826819135,0.8219833023776737,0.8749124682121402,0.3438316251207695,0.8487394957983193,0.810144547466,0.7618078435223246,0.7808399869767264,0.8487394957983193
36,0.27017122219100315,0.8757232889838942,0.8473194595366667,0.8055236302113465,0.8230967304953153,0.8757232889838942,0.3409077379752028,0.8495134896063689,0.8133737918882535,0.7596292039308852,0.7802691552378862,0.8495134896063689
37,0.2684905198289261,0.8763498323075222,0.8468845798486313,0.8083827466158763,0.824798517857201,0.8763498323075222,0.3513289835734053,0.8521671826625387,0.8156372901425128,0.7663305155224914,0.7857681215914665,0.8521671826625387
38,0.2674087146874776,0.8735488150960086,0.8435153295093829,0.8033303799515898,0.8202993919145787,0.8735488150960086,0.3437156299477602,0.8487394957983193,0.8163144530744523,0.7525315464743322,0.7758212999510119,0.8487394957983193
39,0.26535108630904025,0.8774554969962776,0.8501924875332154,0.8075225766118397,0.8254325338537933,0.8774554969962776,0.35044533310870796,0.8500663423264042,0.8182041994149851,0.7547600695627168,0.7780365732773038,0.8500663423264042
40,0.2652315405870439,0.8762761213282718,0.8483207336248018,0.806040680890503,0.823792882428823,0.8762761213282718,0.3526296945126486,0.8478549314462627,0.8083940174356072,0.7612198676293361,0.7798721672870095,0.8478549314462627
41,0.2663088879521824,0.8769026646518999,0.8478367658501391,0.8089496465414103,0.8255126193594449,0.8769026646518999,0.3494701724712008,0.8474126492702344,0.8138669900950071,0.7510511118575598,0.7740237138291319,0.8474126492702344
42,0.2638863974623581,0.8785980171746581,0.8505002170998353,0.8110736404850347,0.8278571610830786,0.8785980171746581,0.34608336233924,0.8473020787262273,0.8108467334433486,0.7550172926176426,0.7761455751576756,0.8473020787262273
43,0.26329631971637646,0.8773080750377769,0.8479933346593056,0.8101662843786022,0.8263528844889556,0.8773080750377769,0.35806908595883596,0.8477443609022557,0.812573098471548,0.754114339009557,0.7759734051810787,0.8477443609022557
44,0.2647676965318489,0.8787454391331588,0.8514252215296364,0.8102743548342439,0.8276745217564647,0.8787454391331588,0.3486512003681503,0.849624060150376,0.8095032699717526,0.7665851148563417,0.783962198864856,0.849624060150376
45,0.26098347765637636,0.8810673349795453,0.8549337352186229,0.8134130430664264,0.8309840098246415,0.8810673349795453,0.3538641505394821,0.8449800973020787,0.8045059621314422,0.7561669743963523,0.7750718563762277,0.8449800973020787
46,0.2640559237593288,0.8793351269671618,0.8518595239973217,0.8117131921441989,0.828766252812747,0.8793351269671618,0.35494230021316886,0.8466386554621849,0.8100541563768588,0.7536786045319666,0.7749260217181191,0.8466386554621849
47,0.26034687112765453,0.8788191501124093,0.8515371813339994,0.8103732044726246,0.827779278886096,0.8788191501124093,0.3703089206092709,0.8452012383900929,0.8142187068886232,0.7426987581862557,0.7676039767369041,0.8452012383900929
48,0.2616060228199146,0.8786348726642833,0.8523591553912423,0.8086056783621556,0.8269140167198727,0.8786348726642833,0.3637730532096372,0.8460858027421495,0.8067025302890523,0.7569019442625877,0.7762755931840981,0.8460858027421495
49,0.26033316948000595,0.8790034275605352,0.8523744070306982,0.8098476652497235,0.8277363073832739,0.8790034275605352,0.3593238113478505,0.8487394957983193,0.8089437964428549,0.7639024912428389,0.7819259384600741,0.8487394957983193
50,0.2586781452214446,0.8797773928426639,0.8515541445375838,0.8137020688730565,0.8299342058591492,0.8797773928426639,0.361909070686132,0.8476337903582486,0.8127503600117172,0.7534423712456437,0.7755211187134421,0.8476337903582486
